word,phonetic,count,translation
imaginary,i'mædʒinәri,1,"a. 想像的, 虚构的, 假想的"
impudent,'impjudәnt,1,"a. 鲁莽的, 卑鄙的, 厚颜无耻的"
inconceivable,.inkәn'si:vәbl,1,"a. 不能想象的, 想不到的, 难信的"
indeterminable,.indi'tә:minәbl,1,"a. 不能决定的, 不能解决的"
informant,in'fɒ:mәnt,1,"n. 提供消息者, 密告者, 被调查者\n[经] 填报人, 被征询人"
inn,in,1,"n. 旅馆, 客栈\nvi. 住旅馆"
intruder,in'tru:dә,1,"n. 侵入者, 干扰者, 妨碍者\n[计] 入侵者"
itself-,,1,
jack,dʒæk,1,"n. 插座, 千斤顶, 男人\nvt. 抬起, 提醒, 扛举, 增加, 提高, 放弃\na. 雄的\n[计] 插座"
jan,,1,
jarring,'dʒɑ:riŋ,1,"a. 辗轧的, 刺耳的, 不和谐的\nn. 辗轧声, 震动, 冲突"
jingle,'dʒiŋgl,1,"n. 叮当声\nv. (使)作叮当声, (使)押韵"
larynx,'læriŋks,1,n. 喉头\n[医] 喉
ledger,'ledʒә,1,"n. 分类帐, 分户总帐, 盖墓石板, 横木\n[经] 分户帐, 分类帐"
ledges,ledʒz,1,"n. （墙壁, 悬崖等）突出的狭长部分( ledge的复数形式 ); （平窄的）壁架; 横档; （尤指）窗台"
legged,"'le^id, le^d",1,a. 有...腿的
levelled,,1,vt. 使同等（level的过去式与过去分词形式）
levipes,,1,
lexington,'leksiŋtәn,1,n. 列克星敦市（位于美国肯塔基州）
light-foot,'laitfjt,1,"a. 脚步轻快的, 轻盈的"
lingua,'liŋgwә,1,n. 舌\n[医] 舌
lisping,'lispiŋ,1,[医] 牙语
loomed,lu:md,1,"v. 隐约出现, 阴森地逼近( loom的过去式和过去分词 ); 隐约出现, 阴森地逼近"
madness,'mædnis,1,"n. 疯狂, 愚蠢的行为\n[医] 狂, 疯狂"
manoeuvres,mə'nuːvə,1,vi. 调动；演习；用策略\nvt. 诱使；操纵；耍花招\nn. 策略（等于maneuvre）
melven,,1,
mix,miks,1,"n. 混合物, 混乱, 糊涂\nvt. 使混合, 弄混, 使结合, 混淆\nvi. 相混合, 交往, 参与"
moose-yard,,1,
napping,'næpiŋ,1,"起绒, 拉绒, 拉毛"
nimrod,,1,
norwegian,,1,
orchards,ˈɔ:tʃədz,1,n. （通常指围起来的）果园( orchard的复数形式 )
outright,'autrait,1,"a. 率直的, 完全的, 总共的, 直率的\nadv. 完全地, 率直地, 立刻地, 一直向前"
overhung,",әuvә'hʌŋ",1,overhang的过去式和过去分词
parings,ˈpeərɪŋz,1,n. 削下的皮( paring的复数形式 )
particulars,,1,"n. 细节, 详细情况, 详情\n[经] 细节, 摘要"
perpendicular,.pә:pәn'dikjulә,1,"n. 垂直线, 垂直的位置, 直立(姿势), 刚正, 垂规\na. 垂直的, 直立的, 陡峭的"
phebe,'fi:bi:,1," [人名] 费布"
placing,'pleisiŋ,1,"n. 出盘, 出售\n[化] 铺设"
plectrum,'plektrәm,1,"n. 拨子, 琴拨, 锤骨\n[医] 悬壅垂, 锤骨, 颞骨茎突"
plumper,'plʌmpә,1,"n. 鼓腮物, 猛跌, 沉重的坠落\n[医] 鼓颊器"
plunges,plʌndʒz,1,"n. 跳进, 投入\nvt. 使投入, 使插入, 使陷入\nvi. 投入, 跳进, 陷入\nv. 颠簸( plunge的第三人称单数 ); 暴跌; 骤降; 突降"
pronounced,prә'naunst,1,"a. 发出音的, 读出来的, 显著的, 断然的, 明显的\n[法] 显著的, 明显的, 明确的"
puddles,ˈpʌdlz,1,"n. 水坑, （尤指道路上的）雨水坑( puddle的名词复数 )"
raggedly,'ræɡɪdlɪ,1,"adv. 破烂地, 粗糙地"
ranged,,1,v. 排列；把…分类；射程为…（range的过去分词）
representative,.repri'zentәtiv,1,"n. 代表, 众议员, 典型\na. 描写的, 表现的, 代理的, 代表的, 代议制的, 典型的"
responded,riˈspɔndid,1,"v. 回答, 回报, 响应( respond的过去式和过去分词 ); 有反应; 有效果; 有影响"
restrained,ri'streind,1,"a. 限制的, 拘谨的, 克制的"
revolutions,,1,"n. 革命, 转数（revolution的复数形式）"
roadside,'rәudsaid,1,"n. 路旁, 路边\na. 路边的"
robinson,'rɔbinsn,1,n. 罗宾逊（男子名）
rolling,'rәuliŋ,1,"a. 旋转的, 波动的, 起伏的\nn. 旋转, 轰响, 动摇"
rudimental,.ru:di'mentl,1,"a. 基本的, 入门的, 残留的, 退化的"
sam,,1,
scant,skænt,1,"a. 不充分的, 不足的\nvt. 减少, 吝啬, 限制, 藐视, 忽略"
sciurus,,1,
scores,skɔ:z,1,"n. 大量, 众多; 二十( score的名词复数 ); （游戏或比赛中的）得分; 大量; 百分数"
scratching,,1,v. 擦伤；划伤；刮痕（scratch的ing形式）
scud,skʌd,1,"vi. 飞奔, 疾行\nn. 飞奔, 飞云, 小阵雨, 皮垢"
sealers,,1,"(sealer 的复数) [计] 密封层, 密封器\n[化] 表面保护层"
search,sә:tʃ,1,"n. 搜寻, 查究\nv. 搜寻, 搜查, 探求, 调查, 搜索\n[计] 搜索, 路径检索程序"
seizing,'si:ziŋ,1,"n. 抓, 夺, 捆绑"
selecting,,1,[计] 选择\n[经] 选择
sergeant,'sɑ:dʒәnt,1,"n. 警察小队长, 军士"
short-lived,,1,"a. 短命的, 短暂的\n[经] 短暂的"
sifting,'siftiŋ,1,"n. 筛, 过滤, 筛过的东西, 滤下来的杂质, 筛下来的杂质, 滤过的东西\n[计] 筛选, 淘汰"
singularly,'siŋgjulәli,1,"adv. 少见地, 不可思议地, 异常地"
skinned,'skind,1,"a. 具有...皮肤的, 具有...肤色的, 没有草皮的"
sleigh,slei,1,n. 雪撬\nvt. 用雪撬搬运\nvi. 乘雪撬
sleigh-bells,,1,
slenderness,'slɛndɚnɪs,1," 细长度"
snapping,,1,"adv. 显著地, 强烈地, 非常地"
snares,sneəz,1,"n. 陷阱( snare的名词复数 ); 圈套; 诱人遭受失败（丢脸、损失等）的东西; 诱惑物\nv. 用罗网捕捉, 诱陷, 陷害( snare的第三人称单数 )"
sobered,ˈsəubəd,1,"v. （使）冷静, （使）清醒( sober的过去式和过去分词 )"
soliloquizing,səlɪlək'waɪzɪŋ,1,"v. 自言自语, 独白( soliloquize的现在分词 )"
solved,,1,a. 解决了的
somerset,'sʌmәsit. -set,1,n. 有衬垫的马鞍（独腿者乘坐的）
sonorously,'sɒnərəslɪ,1,adv. 圆润低沉地; 感人地; 堂皇地; 朗朗地
sprightly,'spraitli,1,"a. 活泼的, 愉快的\nadv. 活泼地, 愉快地"
springlike,,1,a. 象春天的
squeak,skwi:k,1,"n. 吱吱声, 侥幸\nvi. 吱吱叫, 告密, 侥幸成功\nvt. 以短促尖声发出"
starts,,1,n. 开创；开始（start的复数）
stir-,,1,
straightening,'streitniŋ,1,[计] 线性化\n[化] 校直; 调直; 整直
summery,'sʌmәri,1,"a. 夏的, 夏天似的"
sunbeams,ˈsʌnbi:mz,1,"n. 阳光光束, 快乐的人( sunbeam的复数形式 )"
syllables,ˈsiləblz,1,n. 音节( syllable的复数形式 )
sympathetic,.simpә'θetik,1,"a. 有同情心的, 合意的, 赞成的\nn. 交感神经, 容易感受的人"
talking,'tɒ:kiŋ,1,"a. 说话的, 多嘴的, 富有表情的\nn. 讲话, 谈论"
tasting,'teistiŋ,1,"n. 品尝, 尝味"
teem,ti:m,1,"vi. 充满, 充足, 倾注\nvt. 倒出"
tempest,'tempist,1,"n. 暴风雨, 骚动\nvt. 使受大风暴影响, 使骚动, 使激动"
tends,tendz,1,v. 照料( tend的第三人称单数 ); 照顾; 招待; 侍候
thrive,θraiv,1,"vi. 繁荣, 兴旺, 茁壮成长\n[经] 兴旺, 繁荣, 旺盛"
tiger,'taigә,1,"n. 老虎, 虎, 凶暴的人"
titmice,,1,n. 山雀( titmouse的名词复数 )
touched,tʌtʃt,1,"a. 精神不太正常的, 受感动的"
town-clerk,,1,
transformation,.trænsfә'meiʃәn,1,"n. 变形, 变质, 变化, 改革, 变换\n[化] 转化; 变换"
tremendous,tri'mendәs,1,"a. 巨大的, 非常的, 可怕的"
trigonometrical,,1,"a. 三角的, 三角法的, 三角学的"
trotters,ˈtrɔtəz,1,n. 快跑的马( trotter的复数形式 )
twiggy,'twi^i,1,"a. 象细枝的, 苗条的"
unmistakable,'ʌnmis'teikәbl,1,"a. 不会弄错的, 不会被误解的, 不会搞错的, 明白无误的, 清楚明白的"
venerable,'venәrәbl,1,"a. 庄严的, 值得尊敬的"
vernacula,,1,
vicinity,vi'siniti,1,"n. 附近, 邻近, 附近地区, 近处\n[法] 附近, 邻近, 附近地区"
voraciously,və'reɪʃəslɪ,1,adv. 贪婪地
vulpine,'vʌlpain,1,"a. 狐狸的, 狐狸似的, 诡计多端的"
wager,'weidʒә,1,"n. 赌注, 赌博, 赌物\nvt. 下赌注, 向...保证\nvi. 打赌"
walk-,wɔːk,1,"n. 步行, 走；散步\nvt. 散步；走过\nvi. 走, 步行；散步\nn. (Walk)人名；(德、葡)瓦尔克；(英)沃克"
wast,wɔst; wәst,1,vbl.[be的过去式]第二人称单数直说法
wasting,'weistiŋ,1,"a. 造成浪费的, 消耗性的\n[医] 消瘦, 消耗"
wee,wi:,1,"a. 很小的, 微小的\nn. 一点点"
whang,hwæŋ,1,"v. 鞭打, 重击\nn. 皮鞭"
whirring,hwɜ:ɪŋ,1,"v. 呼呼作声地飞（或转）, 作呼呼声( whir的现在分词 ); 使呼呼地飞（或转）, 呼地一声把…带走; 呼呼声( whirr的现在分词 )"
wild-cat,,1,
wolfish,'wulfiʃ,1,"a. 狼似的, 贪得无厌的, 残暴的"
woodpile,'wudpail,1,n. 木料堆
zig-zag,zɪg'zæg,1," 曲折的"
