word,phonetic,count,translation
quakings,kwekiŋ,1,n. 白扬
stunned,,1,a. 受惊的
fancifully,'fænsɪfəlɪ,1,adv. 富于幻想地; 梦想地
snowbanks,,1,
vulture,'vʌltʃә,1,"n. 秃鹫, 贪婪的人\n[法] 贪婪而残酷者, 劫掠成性者"
suns,,1,n. 太阳队（美国篮球队名）
biting,'baitiŋ,1,"a. 刺痛的, 辛辣的\n[医] 咬, 啮"
embracing,imˈbreisɪŋ,1,v. 拥抱( embrace的现在分词 ); 包括; 包含; 接受
diffused,di'fju:zd,1,"a. 散布的, 扩散的；普及的"
pulp,pʌlp,1,"n. 果肉, 纸浆\nvt. 使化成纸浆, 除去...果肉\nvi. 变成纸浆"
olit-,,1,
forgiven,,1,forgive的过去分词
debauched,,1,"a. 堕落的, 酗酒的, 淫逸的, 放荡的"
thinnest,'θɪnɪst,1,"a. 薄的, 瘦的"
artillery,ɑ:'tilәri,1,"n. 火炮, 炮兵, 炮术\n[机] 火炮, 炮兵"
g,,1,
waterplants,,1,
oritur,,1,
gong,gɒŋ,1,"n. 铜锣, 皿形钟\nvt. 鸣锣召唤"
primoribus,,1,
unrestrained,.ʌnri'streind,1,"a. 未克制的, 无限制的, 放纵的\n[法] 无拘束的, 无限制的:自由的, 过度的"
sulphur,'sʌlfә,1,"n. 硫, 硫磺\n[化] 硫"
lapses,læpsiz,1,"n. 失误, 过失( lapse的名词复数 ); 小毛病; 行为失检; 偏离正道\nv. 退步( lapse的第三人称单数 ); 陷入; 倒退; 丧失"
transcends,trænˈsendz,1,v. 超出或超越（经验、信念、描写能力等）的范围( transcend的第三人称单数 ); 优于或胜过…
oozes,u:ziz,1,"v. （浓液等）慢慢地冒出, 渗出( ooze的第三人称单数 ); 使（液体）缓缓流出; （浓液）渗出, 慢慢流出"
l,,1,
more-,,1,
february,,1,
vaster,vɑ:stə,1,a. 巨大的( vast的比较级 ); 广大的; 广阔的; 大量的
winter-life-,,1,
prototype,'prәutәtaip,1,n. 原型\n[计] 样机; 原型
single-lobed,,1,
fronds,frɔndz,1,n. 蕨类或棕榈类植物的叶子( frond的复数形式 )
snipe,snaip,1,"n. 沙锥, 香烟屁股, 狙击, 街头流浪儿\nvi. 猎鸟, 狙击, 诽谤\nvt. 狙击"
laboratory,'læbrәtәri,1,"n. 实验室, 研究室, 化工厂\n[医] 实验室, 检验室, 化验室"
illustrated,'ilәstreitid,1,n. 有插画的报章杂志
vilest,,1,恶劣的\n简陋的\n低廉的\n卑鄙的（vile的最高级）
ending,'endiŋ,1,"n. 终止, 终了, 收场\n[医] 末梢"
herba,,1,[医] 草
migratorius,,1,
chaos,'keiɒs,1,"n. 大混乱, 混沌\n[化] 混沌; 浑沌"
atoning,əˈtəʊnɪŋ,1,"v. 补偿, 赎（罪）( atone的现在分词 ); 补偿, 弥补, 赎回"
alligator,'æligeitә,1,n. 短吻鳄\n[机] 两栖装甲车
quadruped,'kwɒdruped,1,"n. 四足动物\n[医] 四足的, 四足动物"
sulphur-like,,1,
fleshy,'fleʃi,1,"a. 肉的, 肉体的"
lava,'lɑ:vә,1,"n. 熔岩, 火山岩\n[医] 火山石(一种顺势疗法药)"
vineyards,ˈvɪnjədz,1,n. 葡萄园( vineyard的复数形式 )
suppliant,'sʌpliәnt,1,"a. 恳求的, 哀求的\nn. 恳求者, 哀求者"
sacontala,,1,
sheen,ʃi:n,1,"n. 光辉, 光彩, 光泽\na. 光辉的, 发光的, 有光泽的\nvi. 发出光泽"
double-lobed,,1,
mower,'mәuә,1,"n. 刈草的人, 刈草机"
recessit,,1,
liability,laiә'biliti,1,"n. 责任, 债务, 倾向\n[经] 责任, 义务, 负债"
chewink,tʃi'wiŋk,1,n. 红眼小鸟
interlace,.intә'leis,1,"vt. 使交织, 使组合, 使交错\nvi. 交错, 交织\n[计] 交错"
cosmos,'kɔzmɔs,1,"n. 宇宙, 秩序, 和谐, 大波斯菊\n[医] 大波斯菊"
case-,,1,
unexplorable,,1,
strands,strændz,1,"n. （线、绳、金属线、毛发等的）股( strand的名词复数 ); 缕; 海洋、湖或河的)岸; （观点、计划、故事等的）部份\nv. 使滞留, 使搁浅( strand的第三人称单数 )"
twenty-nine,t'wenti:n'aɪn,1," 二十九"
gleamed,ɡli:md,1,"v. （使）闪烁, （使）闪亮( gleam的过去式和过去分词 )"
tresses,,1,"n. 女子的长发, 长而未束的女人头发"
blood-vessels,,1,(blood-vessel 的复数) [解剖] 血管
antiquaries,'æntɪkwərɪ,1,n. 古文物研究者；古董商人；收集古文物者
glees,,1,"(glee 的复数) n. 欢乐, 高兴"
char-,,1,
cousins,,1,n. 卡曾斯（姓）
wade,weid,1,"vi. 跋涉\nvt. 涉水\nn. 跋涉, 浅滩"
drier,'draiә,1,"n. 干燥机, 干燥剂\n[化] 干燥剂; 催干剂; 干燥设备; 干燥器; 烘缸"
artery,'ɑ:tәri,1,"n. 动脉, 干道, 要道\n[医] 动脉"
helping,'helpiŋ,1,"n. 帮助, 协助, 一份"
crag,kræg,1,"n. 峭壁, 危岩\n[建] 岩石碎块"
thick-skinned,,1,"a. 厚皮的, 脸皮厚的, 感觉迟钝的"
stretches,stretʃiz,1,"n. 一段时间( stretch的名词复数 ); 一片; 方向\nv. 伸展, 拉紧( stretch的第三人称单数 ); 延伸; 拉长; 损伤"
peculiarly,pi'kju:liәli,1,"adv. 特别, 尤其, 奇怪地"
poles,pəulz,1,n. （南、北）极( pole的名词复数 ); 地极; 柱; 截然相反的两极之一
drunkard,'drʌŋkәd,1,n. 酒鬼\n[医] 嗜酒者
revelations,ˌrevəˈleiʃənz,1,n. 显露( revelation的复数形式 ); 被揭露的事; 天启; 出乎意料的事[S][(+to)]
merlin,,1,
disgusts,disˈɡʌsts,1,"n. 反感, 厌恶, 嫌恶( disgust的名词复数 )"
anticipation,æn.tisi'peiʃәn,1,"n. 预期, 预料\n[医] 提前出现(如遗传病)"
unsurveyed,",ʌnsә'veid",1,a. 未测量(或勘探)过的
inorganic,.inɒ:'gænik,1,"a. 无机的, 无生物的, 非自然形成的\n[医] 无机的"
lover,'lʌvә,1,"n. 爱人, 爱好者"
squashed,skwɔʃd,1,"a. 压碎的, 压扁的\nv. 挤进( squash的过去式和过去分词 ); 将（某人[某物]）压扁; 将（某人[某物]）向某方挤; 平定（叛乱等）"
globule,'^lɔbju:l,1,"n. 小球, 血球, 药丸, 液滴\n[医] 球剂, 血细胞, 小体"
hid,hid,1,hide的过去式和过去分词
applicable,'æplikәbl,1,"a. 合适的, 可应用的\n[法] 适用的, 适应的"
thrasher,'θræʃә,1,"n. 打谷机, 脱粒机"
fragile,'frædʒail,1,"a. 易碎的, 脆的\n[医] 脆弱的, 脆的"
explore,ik'splɒ:,1,"v. 探险, 探测, 探究"
siesta,si'estә,1,"n. 午睡, 午休"
spirited,'spiritid,1,"a. 有精神的, 活泼的, 生气勃勃的"
globus,,1,[医] 球
chickaree,'tʃikәri:,1,n. 红松鼠
pools,,1,n. 猜足球赛胜负的赌博
gentleness,'dʒentlnis,1,"n. 温顺, 柔和, 亲切"
exerts,iɡˈzə:ts,1,v. 用（力）( exert的第三人称单数 ); 尽（力）; 运用; 发挥
rectitude,'rektitju:d,1,"n. 正直, 纯正, 正确\n[法] 公正, 正直, 严正"
yawned,jɔ:nd,1,"v. 打呵欠( yawn的过去式和过去分词 ); 张开, 裂开"
cavernous,'kævәnәs,1,a. 似巨穴的\n[医] 空洞的
heave,hi:v,1,"n. 举, 抛, 起伏, 鼓起\nvt. 用力举起, 使举起, 使鼓起\nvi. 抛出, 起伏, 喘息, 凸起"
acanthus,ә'kænθәs,1,n. 叶形装饰
excrements,,1,
sheaf-,,1,
recovering,,1,n. 恢复；补偿；再生
titanic,,1,
bursting,,1,a. 充满的；渴望的
traditions,trə'dɪʃnz,1,n. 传统( tradition的复数形式 ); 惯例
47,,1," forty-seven"
histories,,1,"n. 历史, 历史故事；历史纪录（history的复数形式）"
chronologies,krəˈnɔlədʒi:z,1,"n. 年代学( chronology的名词复数 ); 年表, （按时间排列的）大事记"
doors-,,1,
ivy,'aivi,1,"n. 常春藤\na. 学院的, 抽象的"
thunders,ˈθʌndəz,1,n. 雷声( thunder的名词复数 ); 隆隆的响声\nv. 打雷( thunder的第三人称单数 ); 发出隆隆声; 轰隆隆地快速移动; 使快速移动
standstill,'stændstil,1,"n. 停止, 停顿\n[医] 停顿"
thalluses,,1,
delicacy,'delikәsi,1,"n. 细软, 精致, 精美的食品, 娇气, 微妙, 棘手, 娇弱, 灵敏, 灵巧"
congregation,.kɒŋgri'geiʃәn,1,"n. 集合, 聚集\n[法] 集会, 人一, 红衣主教会议"
tranquil,'træŋkwil,1,a. 安静的
resonance,'rezәnәns,1,"n. 共鸣, 回声, 反响, 谐振, 共振\n[化] 共振; 共鸣"
tonic,'tɒnik,1,"n. 补药, (音乐)主调音或基音\na. 滋补的, 声调的, 使精神振作的"
pulp-tadpoles,,1,
subdita,,1,
stalactites,s'tæləktaɪts,1,n. 钟乳石( stalactite的名词复数 )
convinces,kənˈvinsiz,1,v. 使相信( convince的第三人称单数 ); 使明白; 使确信; 说服
papillae,,1,"[医] 乳头, 突"
outwardly,'ajtwәdli,1,"adv. 表面上, 在外, 外表上"
translates,trænsˈleits,1,v. 翻译( translate的第三人称单数 ); 解释; 转化; 被翻译
commander,kә'mɑ:ndә,1,"n. 司令官, 指挥官"
variously,'veәriәsli,1,"adv. 各种各样, 种种, 不同, 多方面, 多才多艺, 许多, 各个, 个别, 杂色, 彩色"
atoms,,1,n. 原子（atom的复数）
mulleins,,1,(mullein 的复数) [医] 毛蕊花
confesses,kənˈfesiz,1,v. 承认( confess的第三人称单数 ); 聆听（某人的）忏悔（或告罪、告解）; （尤指罗马天主教会）忏悔; 悔过
29th,,1,
checkered,'tʃekәd,1,"a. 盛衰无常的, 多波折的, 有格子花的, 有...交错着的, 变化多端的\n[机] 网纹板[钢板]"
incident,'insidәnt,1,"n. 事件, 事变, 小事\na. 附带的, 易于发生的, 外来的, 入射的"
parasitic,",pærә'sitik",1,"a. 寄生的, 由寄生虫引起的\n[计] 寄生的"
28th,,1,
slopes,sləups,1,n. 斜坡( slope的名词复数 ); 斜面; 倾斜; 山坡\nv. 有斜度( slope的第三人称单数 ); 悄悄地走; 潜行
mounting,'mauntiŋ,1,"n. 装备, 衬托纸, 舞台效果, 上马\n[化] 装配"
drop-like,,1,
champollion,,1,n. (Champollion)人名；(法)商博良
granaries,ˈgrænəri:z,1,"n. 谷仓, 粮仓( granary的名词复数 )"
precursors,pri:'kɜ:səz,1,n. 先驱( precursor的复数形式 ); 先行者; 先兆; 初期形式
juga,,1,"[医] 轭, 隆突"
kite,kait,1,"n. 风筝, 筝帆, 空头支票, 骗子\nvi. 象风筝一样飞, 轻快地移动, 使用空头支票\nvt. 使上升, 骗钱"
51,,1," fifty-one"
rivulets,rɪvjʊ'lɪts,1,"n. 小河, 小溪( rivulet的复数形式 )"
overflowing,",әuvә'flәuiŋ",1,"a. 溢出的, 充沛的, 过剩的\nn. 溢出, 溢出物, 剩余, 洋溢, 充沛"
clamor,'klæmә,1,"n. 喧闹, 叫嚷, 大声的要求\nv. 喧嚷, 大声地要求"
circulated,,1,a. 流通的
withdraws,wiðˈdrɔ:z,1,v. 取[收]回( withdraw的第三人称单数 ); （使）撤退[出]; 提; 收回
dells,'delz,1,"n. 小谷, 幽谷( dell的复数形式 )"
indulging,inˈdʌldʒɪŋ,1,v. 放纵( indulge的现在分词 ); 容许; 使（自己）沉溺于; 参加
transgressed,trænsˈgrest,1,v. 超越( transgress的过去式和过去分词 ); 越过; 违反; 违背
assurance,ә'ʃuәrәns,1,"n. 保证, 把握, 信心, 保险\n[经] 保证, 担保, 保险"
angles,'æŋɡlz,1,n. 角度（angle的复数）
drooped,dru:pt,1,"v. 弯曲或下垂, 发蔫( droop的过去式和过去分词 )"
barrelful,'bærәful,1,n. 一桶之量；大量
baby,'beibi,1,n. 婴孩\n[医] 婴儿
13th,,1,
ova,'әuvә,1,"卵, 卵细胞, 卵子\n[医] 卵"
cat-tails,,1,
nabathaeaque,,1,
jailer,'dʒeilә,1,"n. 看守监狱的人, 狱卒\n[法] 看守, 狱卒, 监狱管理员"
tube,tju:b,1,"n. 管, 软管, 隧道\nvt. 把...装管, 使通过管子\n[计] 管子"
imbricated,,1," [医]覆瓦状的, 叠瓦状的"
east-wind,,1,
universe-sporting,,1,
cavern-like,,1,
swaddling-clothes,,1,
waved,,1,"a. 波浪形的, 起伏的"
falconry,'fɒ:lkәnri,1,"n. 放鹰捕猎, 训鹰术"
pirouetting,ˌpɪru:ˈetɪŋ,1,v. 作皮鲁埃特旋转( pirouette的现在分词 )
noisier,,1," noisy（嘈杂的）的比较级形式"
typical,'tipikl,1,"a. 典型的, 象征性的\n[医] 典型的"
hieroglyphic,.haiәrәu'ɡlifik,1,n. 象形文字；象形文字写的文章
lip-labium,,1,
honeycomb,'hʌnikәum,1,"n. 蜂巢, 蜂房, 蜂窝\na. 蜂巢的\nvt. 使成蜂巢状\nvi. 变成蜂巢状"
multiplied,'mʌltɪplaɪd,1,v. 乘( multiply的过去式和过去分词 ); （使）相乘; （使）增加; （使）繁殖
turdus,,1," 鸫"
memories,,1,n. 回忆；记忆（memory的复数）
crumbled,ˈkrʌmbld,1,"v. （把…）弄碎, （使）碎成细屑( crumble的过去式和过去分词 ); 衰落; 坍塌; 损坏"
defying,diˈfaiŋ,1,v. 不服从( defy的现在分词 ); 公然反抗; 蔑视; 向…挑战
deposits,diˈpɔzits,1,n. 存放( deposit的名词复数 ); 订金; 寄存处; 储蓄\nv. 存放( deposit的第三人称单数 ); （尤指小心地或准确地）放置; 付（保证金）; （把硬币）放入（自动售货机）
thor,,1,
sparkling,'spɑ:liŋ,1,"a. 闪闪发光的, 闪烁的, 闪烁着才华的"
sting,stiŋ,1,"n. 叮, 刺痛, 刺激, 讽刺\nvt. 叮, 刺痛, 刺激, 使苦恼\nvi. 叮, 刺痛"
v,,1,
umbilicaria,,1,
twittering,'twitәriŋ,1,n. 呢喃
youngest,'jʌŋ^ist,1,"n. 年纪最小的人, 最小的儿子/女儿\n[计] 最近期的"
organic,ɒ:'gænik,1,"a. 器官的, 有机的, 组织的, 根本的\n[医] 器官的, 有生命的, 有机的, 器质的"
excrementitious,",ekskrә,men'tiʃәs",1,"a. 粪便的, 排泄物的"
gobble,'gɒbl,1,"n. 火鸡叫声\nvt. 狼吞虎咽\nvi. 贪食, 咯咯叫"
decipher,di'saifә,1,"vt. 译解, 解释\nn. 密电译文"
brighten,'braitn,1,"vi. 变亮, 活跃\nvt. 使生辉, 使快活"
radicals,'rædɪklz,1,n. 激进分子( radical的复数形式 ); 根基; 基本原理; [数学]根数
cliffy,'klifi,1,"a. 多悬崖的, 陡峭的"
hybrid,'haibrid,1,"n. 混血儿, 杂种, 混合物\na. 混合的, 杂种的, 混合语的\n[计] NetWare的主机实用程序, 双重用户建立程序"
meadow-hen,,1,
builds,bildz,1,v. 修建( build的第三人称单数 ); 建造; 开发; 创建
flowery,'flauәri,1,"a. 多花的, 绚丽的, 华丽的"
inviolable,in'vaiәlәbl,1,"a. 不可亵渎的, 不可侵犯的, 神圣的\n[法] 不可侵犯的, 神圣的"
8th,,1,[网络] 八；第八名；第八届
lumpish,'lʌmpiʃ,1,"a. 块状的, 笨重的, 不中用的"
grass-blades,,1,(grass-blade 的复数) n. 草叶
restored,,1,a. 精力充沛的；精力恢复的
wheeled,hwi:ld,1,a. 有轮的；轮式的
52-3,,1,
eurus,'juərəs,1," [希腊神话]欧洛斯(东风神或东南风神); 东风；东南风"
brighter,braitə,1,a. 聪明的( bright的比较级 ); 光亮的; 辉煌的; 前途光明的
victory,'viktәri,1,"n. 胜利, 战胜, 克服"
quaking,,1,n. 白扬
grub,grʌb,1,"n. 幼虫, 乏味之人\nv. 寻找, 翻掘"
grasses,,1,n. 稻科植物类；禾本种；草地（grass的复数）
eyry,"'aiәri,'iәri",1,"n. (=eyrie)巢, 雏"
poisonous,'pɒizәnәs,1,"a. 有毒的, 恶毒的, 讨厌的\n[医] 有毒的"
calidas,,1,
tumult,'tju:mʌlt,1,"n. 骚动, 吵闹, 混乱\n[法] 骚乱, 骚动, 暴乱"
patented,'peitәntid,1,a. 专利的
plump,plʌmp,1,"a. 圆胖的, 丰满的, 直接下落的, 直率的\nvt. 突然放下, 支持, 使丰满, 使鼓起\nvi. 扑通落下, 投票赞成, 变丰满, 鼓起\nadv. 沉重地, 突然地, 直截了当地"
cognate,'kɔ^neit,1,"a. 同族的, 同语系的, 同词源的, 母族的, 同性质的, 同类的, 同种的\nn. 亲族, 同语系的语言, 同词源的词, 同性质的东西, 同源物\n[计] 同性质的, 同类的, 同语族的"
neglect,ni'glekt,1,"n. 疏忽, 忽略, 漏做\nvt. 疏忽, 忽视, 不顾"
flap,flæp,1,"n. 飘, 摆动, 拍打, 拍打声, 片状垂悬物\nv. 拍打, 鼓翼而飞, 飘动"
repast,ri'pɑ:st,1,"n. 餐, 就餐\nvi. 享用, 就餐"
spreads,,1,n. 扩展；广阔；桌布（spread的复数）
dismis,,1,
regna,'re^nә,1,regnum 的复数
queerest,,1,a. 可疑的( queer的最高级 ); （身子）不舒服的; 古怪的; 娘儿们似的
new-born,'nju:bɔ:n,1," 新生儿"
sooner,'su:nә,1,"n. (美)(非正式)抢先占有土地者, 抢先而获得不正当利益的人"
externally,,1,"adv. 在外部, 外表上, 从外面, 在外面, 从外部"
expeditious,.ekspi'diʃәs,1,"a. 迅速的, 敏捷的"
pinweeds,,1,
lapsing,læpsɪŋ,1,v. 退步( lapse的现在分词 ); 陷入; 倒退; 丧失
wool-grass,,1,
muddier,ˈmʌdiə,1,a. 泥泞的( muddy的比较级 ); 暗的; 模糊的; 糊涂的
smiles,,1,n. 微笑；喜色（smile的复数）
boomed,bu:md,1,v. 激增( boom的过去式和过去分词 ); 猛涨; 发出隆隆声; 以低沉有力的声音说话
glb,,1,abbr. glass block 玻璃块
goldenrods,,1,
cotton-grass,,1,
tenderness,'tendәnis,1,"n. 柔软, 亲切, 柔和, 敏感, 易触痛\n[医] 触痛"
rill,ril,1,"n. 小河, 细流, 小溪\nvi. 潺潺流"
eaves,i:vz,1,pl. 屋檐
24th,,1,
sinner,'sinә,1,"n. 罪人, 不知礼仪的人, 无赖\n[法] 罪人, 无赖"
realization,.riәlai'zeiʃәn,1,"n. 实现, 领悟, 实得\n[医] 现实化, 实现"
jewels,,1,n. 珠宝；宝石（jewel的复数形式）
unfathomable,.ʌn'fæðәmәbl,1,"a. 莫测高深的, 深不可测的, 无底的"
leibo,,1,
inwardly,'inwәdli,1,"adv. 在内部, 向中心, 向内, 内里, 在心灵深处, 精神上, 思想上, 暗自地\n[机] 向内的, 向内里"
lapsus,'læpsәs,1,"n. <拉> 失误, 过失"
lb,,1,"磅, 文学士\n[经] 磅"
pasturing,'pɑ:stʃərɪŋ,1," 放牧"
meadowsweet,'medәuswi:t,1,n. 绣线菊属植物
scares,'skærәs,1,n. 砂岩中透镜状煤体；煤中黄铁矿薄片
mercury,'mә:kjuri,1,"n. 水银, 汞, 使者\n[化] 汞Hg"
stalactite,'stælәktait,1,n. 钟乳石\n[医] 钟乳石
oscillation,ɒsi'leiʃәn,1,"n. 振动, 动摇, 变动, 彷徨, 电波\n[医] 振动, 摆动"
drum-head,,1,
widowed,,1,"a. 丧偶的\n[法] 寡居的, 鳏居的"
northerly,'nɒ:ðәli,1,"a. 北方的, 向北的, 来自北方的\nadv. 向北, 自北来"
1850,,1,
rife,raif,1,"a. 流行的, 盛传的, 充满的"
auroram,,1,
matutinis,,1,
sprays,spreiz,1,"n. 喷雾( spray的名词复数 ); 浪花; 喷雾器; （用作装饰的）小树枝\nv. 喷( spray的第三人称单数 ); 向…扫射（或抛洒）, 往…上撒; 尤指雄猫撒尿（以示领地占有）"
organizes,ˈɔrɡəˌnaɪziz,1,v. 组织( organize的第三人称单数 ); 成立; 安排; 规划
migrates,maiˈɡreits,1,"v. 迁移, 移往( migrate的第三人称单数 )"
carols,ˈkærəlz,1,"n. 圣诞颂歌; 圣诞之歌, （宗教）颂歌( carol的名词复数 )\nv. 欢乐地唱( carol的第三人称单数 ); 唱圣诞颂歌"
dispersing,dɪ'spɜ:sɪŋ,1,v. （使）分散( disperse的现在分词 ); 疏散; 驱散; 散布
comb,kәum,1,"n. 头梳, 鸡冠\nvt. 梳头发, 梳毛\nvi. (浪)涌起"
chirp,tʃә:p,1,"n. 喳喳声, 唧唧声\nv. 吱喳而鸣"
obeys,əuˈbeiz,1,"v. 服从, 听从( obey的第三人称单数 ); 遵守, 遵循"
laciniated,lə'sɪnɪeɪtɪd,1,a. 有边的；穗状的；成锯齿状的
evocata,,1,
chirruping,'tʃɪrəp,1,vi. 吱喳地叫\nn. 吱喳声
loitering,,1,[法] 游荡
lasts,,1,n. 鞋楦（last的复数）
indicate,'indikeit,1,"vt. 显示, 象征, 指示, 指出\n[医] 指示"
clinched,klintʃt,1,"v. （尤指两人）互相紧紧抱[扭]住( clinch的过去式和过去分词 ); <非正>解决（争端、交易）, 达成（协议）"
herons,'herənz,1,n. <动>鹭( heron的复数形式 )
sleety,'sli:ti,1,a. 下雨夹雪的
steered,stiəd,1,v. 驾驶( steer的过去式和过去分词 ); 操纵; 控制; 引导
23d,,1,
semicylindrical,semɪsɪ'lɪndrɪkl,1,"a. 半圆柱状的, 半柱面形的"
curls,kə:lz,1,n. 一绺鬈发( curl的名词复数 ); 卷曲物; 螺旋状物; （指头发）拳曲\nv. （使）弯曲( curl的第三人称单数 ); （使）卷曲; 盘旋; 缠绕
jumping,'dʒʌmpiŋ,1,a. 跳跃的
retard,ri'tɑ:d,1,"n. 阻止, 延迟\nvt. 妨碍, 延迟, 使减速\nvi. 减速, 延迟"
ceases,si:siz,1,"v. 停止, 终止, 结束( cease的第三人称单数 )"
imbribus,,1,
artificer,ɑ:'tifisә,1,"n. 技工, 发明者\n[医] 牙技工"
trimmings,,1,n. 香肠原料肉（trimming复数形式）
untenable,.ʌn'tenәbl,1,"a. 不能防守的, 不能维持的, 支持不住的, (主张等)站不住脚的"
lap,læp,1,"n. 膝盖, 舔, 一圈, 下摆, 衣兜, 山坳\nvi. 重叠, 围住, 轻拍, 舔\nvt. 包围, 抱...在膝上, 使重叠, 舔, 拍打, 泼溅\n[计] 链接访问程序"
ripple-,,1,
dissolves,diˈzɔlvz,1,v. 溶解( dissolve的第三人称单数 ); 结束; 消除; 以化学手段)除去
glee,gli:,1,"n. 欢乐, 高兴"
rind,raind,1,"n. 树皮, 壳, 外表\nvt. 削皮, 剥壳"
sullen,'sʌlәn,1,"a. 愠怒的, 沉闷的, 阴沉的"
withstood,,1,withstand的过去式和过去分词
toads,təudz,1,"n. 蟾蜍, 癞蛤蟆( toad的复数形式 )"
leopard,'lepәd,1,"n. 豹, 美洲豹"
fruit-,,1,
t-,,1,
thunder-cloud,,1,雷雨
silicious,si'liʃәs,1,a. 含硅的
swallowed,,1,"vt.& vi. 吞, 咽（swallow的过去式与过去分词形式）"
slag,slæg,1,"n. 熔渣, 矿渣, 无足轻重的人\nvt. 使变成熔渣\nvi. 变熔渣"
hatred,'heitrid,1,"n. 憎恨, 仇恨, 憎恶\n[法] 敌意, 憎恨, 憎恶"
freshets,,1,
rambles,ˈræmbəlz,1,v. （无目的地）漫游( ramble的第三人称单数 ); （喻）漫谈; 扯淡; 长篇大论
burning-glasses,,1,
