word,phonetic,count,translation
theory,'θiәri,1,"n. 理论, 学说, 原理, 意见, 推测\n[化] 理论"
wares,,1,"n. 货物, 商品\n[经] 商品, 货物"
house-holder,'haʊshəʊldə,1,"n. 户主, 家长；房主\nn. (Householder)人名；(英)豪斯霍尔德"
blacker,'blækә,1,n. 擦皮鞋人；[制鞋业]黑色涂饰工
idealists,aɪ'dɪəlɪsts,1,n. 理想主义( idealism的复数形式 ); 唯心主义
outline,'autlain,1,"n. 大纲, 轮廓, 概要\nvt. 描画轮廓, 描述要点\nn. 大纲, 分级, 轮廓\n[计] 大纲, 分级, 轮廓"
forth-coming,,1,
looker,'lukә,1,"n. 观看的人, 检查员\n[计] 查找程序"
orb,ɒ:b,1,"n. 球, 天体, 球状物\nvt. 成圆形, 成球形"
tempered,'tempәd,1,"a. 回火的, 缓和的, 脾气...的"
shaving,'ʃeiviŋ,1,"n. 薄片, 修胡须, 削\n[医] 刮屑"
bascom,,1,巴斯科姆（男子名）
taxes,tæksi:z,1,"n. 税务；税捐；税收, 税金"
hazel-bushes,,1,
hamlet,'hæmlit,1,"n. 小村, 部落"
amends,ә'mendz,1,n. 赔偿\n[经] 赔偿
whittled,ˈhwɪtld,1,"v. 切, 削（木头）, 使逐渐变小( whittle的过去式和过去分词 )"
guise,gaiz,1,"n. 相似, 外观, 伪装\nv. 穿戴, 伪装"
grosse,,1,n. (Grosse)人名；(瑞典、德、捷)格罗塞；(英、法)格罗斯\n格罗斯
crotchets,ˈkrɔtʃits,1,n. 小钩( crotchet的复数形式 ); 怪想; 奇想; 反复无常
dividers,,1,"n. 两脚规, 分线规\n[机] 分规, 两脚规"
cellar-hole,,1,
davenant,,1,
defaced,diˈfeist,1,"v. 损伤外观, 丑化, 使失面子( deface的过去式和过去分词 )"
strix,striks,1,n. [建]柱身凹槽(或突筋)
expecter,,1,
walnuts,'wɔ:lnʌts,1,n. 胡桃（树）( walnut的复数形式 ); 胡桃木
staring,'stєәriŋ,1,"a. 凝视的, 瞪着眼的, 显眼的"
rung,rʌŋ,1,"n. (梯子)踏步, 横档, 轮辐, 粗棍\nring的过去分词"
ditcher,'ditʃә,1,"n. 挖沟人, 挖沟机"
disgracing,,1,vt. 使丢脸（disgrace的现在分词形式）
daunted,dɔ:ntid,1,"v. 使（某人）气馁, 威吓( daunt的过去式和过去分词 )"
deter,di'tә:,1,"vt. 制止, 吓住, 威慑"
comings,ˈkʌmɪŋz,1,n. （尤指新事物的）到来( coming的复数形式 )
notched,nɔtʃt,1,"a. 有凹口的\n[医] 切迹状的, 有缺口的"
codman,'kɔdmæn,1,鳕鱼渔船
teams,,1,"n. 团队, 参赛队伍（team的复数形式）"
abetted,ə'bet,1,"vt. 煽动, 教唆；支持\nn. (Abet)人名；(意)阿贝特；(匈)奥拜特"
stricta,,1,
end-,,1,[医] 内
fittest,fitist,1,a. 胜任的；适当的（fit的最高级）
hushed,hʌʃt,1,"a. （地方）异常安静的, 寂静的; （声音、谈话）小声的, 低声的"
repeopled,,1,(repeople 的过去时) vt. 使人重新住入
sprout,spraut,1,"n. 芽, 萌芽\nvt. 使发芽, 摘去芽\nvi. 长芽, 抽条"
raspberries,ˈræzˌberi:z,1,n. 悬钩子（树）( raspberry的复数形式 ); 木莓（树）; （将舌头伸出并吹气而发出的粗鲁的声音）呸声; 嘘声
coincident,kәu'insidәnt,1,"a. 一致的, 符合的, 同时发生的"
reduces,,1,v. 减少；降低；将…归纳；折合（reduce的第三人称单数形式）
blustering,'blʌstiŋ,1,"a. 狂风大作的, 狂暴的"
eventide,'i:vәntaid,1,"n. 黄昏, 日暮"
murders,ˈmə:dəz,1,n. 谋杀( murder的名词复数 ); 杀戮; 对某事物造成极大的伤害[不便]的事物; 极艰难[令人沮丧]的经历\nv. 糟蹋( murder的第三人称单数 ); （尤指在团队运动中）彻底打败; 打垮
anon,ә'nɒn,1,"adv. 不久以后, 立刻, 以后"
draughts,drɑ:fts,1,n. 国际跳棋
linen-spinning,,1,
slumberous,'slʌmbәrәs,1,"a. 瞌睡的, 昏昏欲睡的, 使人瞌睡的, 催眠的, 寂静的, 沉睡般的"
crossed,krɒst,1,"a. 十字的, 划掉的, 交叉的\n[计] 交叉的"
unsuspected,'ʌnsәs'pektid,1,"a. 不受怀疑的, 无嫌疑的, 未知的, 意料外的\n[法] 未被怀疑的, 无嫌疑的"
evidence,'evidәns,1,"n. 根据, 证据, 迹象\n[经] 证据, 凭证"
heir,єә,1,"n. 继承人, 嗣子, 后嗣\n[法] 继承人, 后嗣"
mounted,'mauntid,1,"a. 安在马上的, 裱好的"
sufferance,'sʌfәrәns,1,"n. 容许, 默认, 默许\n[法] 容许, 容忍"
1717,,1,
blew,blu:,1,blow的过去式和过去分词
duncan,'dʌŋkәn,1,n. 邓肯（姓氏）
labored,'leibәd,1,"a. 吃力的, 缓慢的, 不自然的, 矫揉造作的"
musing,'mju:ziŋ,1,"a. 沉思的, 冥想的"
combined,kәm'baind,1,a. 结合的；组合的
revolve,ri'vɒlv,1,"v. (使)旋转, 反复考虑, 循环出现"
three-,,1,
1812,,1,
sentiments,'sentɪmənts,1,n. （基于情感的）观点( sentiment的复数形式 ); （对怜悯、怀旧等的）柔情; （失之过度或不恰当的）伤感; 态度或意见
approaches,,1,处理
reynard,,1,
degeneracy,di'dʒenәrәsi,1,"n. 退步, 退化, 堕落\n[化] 简并度; 简并; 简并性"
whittlings,,1,
boisterous,'bɒistәrәs,1,"a. 猛烈的, 喧闹的, 狂暴的"
bran,bræn,1,"n. 糠, 麸\n[医] 麸, 糠"
caravansary,kærә'vænsәri,1,"n. 商队旅馆, 大旅舍"
engines,,1,"n. 火车头；发动机, 引擎（engine的复数形式）"
hugh,hju:,1,n. 休（男子名）
rider,'raidә,1,"n. 骑手, (文件后的)附件, 扶手\n[化] 游码"
helena,"'helinә, he'li:nә",1,n. 海伦娜（女子名）
drift,drift,1,"n. 漂流物, 漂流, 动向\nv. (使)漂流"
sluggishly,,1,adv. 懒怠地；慢吞吞地
speculator,'spekjuleitә,1,"n. 投机者, 投机商人, 思索者\n[经] 投机买卖者, 投机商"
ardor,'ɑ:dә,1,"n. 热忱, 热情, 情欲, 激情, 灼热\n[医] 灼热; 热心"
well-sweep,,1,
carmine,'kɑ:main,1,"n. 胭脂红, 洋红色, 深红色\na. 胭脂红的, 洋红色的, 深红色的"
unlucky,.ʌn'lʌki,1,"a. 不吉利的, 不祥的, 不幸的"
discussed,,1,v. 商讨；讨论（discuss的过去分词）
dilute,dai'lju:t,1,"vt. 冲淡, 稀释\na. 淡的, 稀释的"
accursed,ә'kә:sid,1,"a. 被咒的, 注定完蛋的, 讨厌的"
donned,dɔnd,1,"v. 穿上, 披上( don的过去式和过去分词 )"
goings,,1,"n. 行为, 行动"
peddles,ˈpedlz,1,v. （沿街）叫卖( peddle的第三人称单数 ); 兜售; 宣传; 散播
skipping,'skipiŋ,1,[计] 跳跃
shouted,'ʃaʊtɪd,1,"v. 呼, 喊, 叫( shout的过去式和过去分词 ); 大声讲"
agent,'eidʒәnt,1,"n. 代理商, 政府代表, 动原, 媒介\n[计] 代理程序"
smouldering,'smәuldәriŋ,1,"闷烧, 低温炼焦, 低温干馏"
groped,ɡrəupt,1,"v. 暗中摸, 摸索( grope的过去式和过去分词 ); 探索, 搜寻"
germ,dʒә:m,1,"n. 细菌, 种子, 生殖细胞, 根源\n[医] 芽胞, 胚, 胚芽, 病菌"
enhance,in'hæns,1,"vt. 提高, 加强, 增加"
poultry,'pәultri,1,n. 家禽
depositing,di'pɔzitiŋ,1,"n. 涂覆；镀层, 电铸；沉淀"
racked,'rækt,1,"v. 使痛苦, 使焦虑, 绞尽脑汁( rack的过去式和过去分词 )"
calked,,1,v. 堵（船的）缝( calk的过去式和过去分词 ); 泥…的缝; 填塞; 使不漏水
furious,'fjuәriәs,1,"a. 狂怒的, 激烈的, 吵闹的"
tragic,'trædʒik,1,"a. 悲惨的, 悲剧的"
col,kɒl,1,"n. 出口, 山坳\n[计] 列"
sterile,'sterail,1,"a. 不毛的, 不孕的, 无菌的, 贫瘠的, 无效的, 枯燥的\n[医] 无菌的, 消毒的; 不育的"
dawning,'dɒ:niŋ,1,"n. 拂晓, 黎明"
powdery,'paudәri,1,"a. 粉的, 粉状的"
cronching,,1,
guinea,'gini,1,n. 几内亚
cling,kliŋ,1,"vi. 粘紧, 附着, 紧贴, 坚持"
reminiscences,remɪ'nɪsnsɪz,1,"n. 回忆录; 旧事, 回忆( reminiscence的复数形式 )"
clear-headedness,,1,
oakum,'әukәm,1,n. 填絮\n[医] 麻絮
townsfolk,,1,"n. 镇民, 市民, 城里生长的人, 城镇居民"
handy,'hændi,1,"a. 便利的, 敏捷的, 容易取得的\n[化] 便于使用的; 易操作的"
grenadiers,ˌɡrenəˈdiəz,1,"n. 手榴弹兵, 精锐部队的士兵( grenadier的复数形式 )"
tearless,'tiәlis,1,"a. 无泪的, 不流泪的"
be-,bi,1,"加于名词,形容词等之前, 形成动词而表不同意义"
stable-broom,,1,
half-shut,,1,
worthless,'wә:θlis,1,"a. 无价值的, 无益的, 无足轻重的\n[法] 无价值的, 无用的"
delirium,di'liriәm,1,"n. 精神错乱, 说谵语状态, 狂热\n[医] 谵妄, 发狂, 妄想"
pleasantly-large,,1,
blue-robed,,1,
vivacious,vi'veiʃәs,1,"a. 活泼的, 快活的, 多年生的"
rounding,'raundiŋ,1,[计] 舍入\n[化] 倒圆
chaise,ʃeiz,1,n. 轻便马车
of-,,1,
blanched,blæntʃt,1,v. 使变白( blanch的过去式 ); 使（植物）不见阳光而变白; <冶>酸洗（金属）使有光泽; <烹>用沸水烫（杏仁等）以便去皮
capable,'keipәbl,1,"a. 有能力的, 能的, 能干的"
awaiting,,1,[计] 等待
skunk-cabbage,,1,
freeman,'fri:mәn,1,"n. 自由民, 公民, 正会员\n[法] 自由民, 公民, 有公民权的人"
fir,fә:,1,"n. 枞树, 杉木\n[机] 枞木"
castles,ˈkɑ:slz,1,"n. 城堡, 堡垒( castle的名词复数 )"
maple,'meipl,1,"n. 枫, 枫木, 淡棕色\n[机] 枫木"
rum,rʌm,1,"n. 朗姆酒\na. 古怪的, 奇特的"
beverage,'bevәridʒ,1,n. 饮料\n[化] 饮料(如牛奶、茶、咖啡、啤酒等)
crushing,'krʌʃiŋ,1,"a. 碾碎的, 压倒的\n[化] 粗碎; 压碎; 破碎"
tracks-,,1,
woodman,'wudmәn,1,"n. 樵夫, 林区人"
remnants,'remnənts,1,n. 剩余部分( remnant的复数形式 ); 残余; 零料; 零头布
ciderish,,1,
sutton,'sʌtәn,1,n. 萨顿（英国英格兰东南部城市）
awaited,əˈweitid,1,v. 等候( await的过去式和过去分词 ); 等待; 期待; 将发生在
extract,ik'strækt,1,"n. 榨出物, 精汁, 摘录, 选段\nvt. (费力地)取出, 采掘, 榨取, 摘录, 吸取\n[计] 提取"
thrifty,'θrifti,1,"a. 节俭的, 兴旺的, 繁茂的"
affirmed,,1,n. 收到来电\nvt. 肯定（affirm的过去式）\nvi. 断言（affirm的过去式）
to-,,1,
nutting,,1,
diamonds,,1,[医] 荨麻疹样丹毒
thickest,,1,浓的\n厚的（thick 的最高级）
silences,ˈsailənsiz,1,v. 使安静( silence的第三人称单数 ); 使沉默; 压制; （用以让人们安静）安静
attitude,'ætitju:d,1,"n. 态度, 看法, 姿势\n[医] 体态, 姿势, 态度"
grandly,'grændli,1,"adv. 宏伟地, 盛大地"
scrape,skreip,1,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境\nvi. 刮掉, 擦掉, 刮出刺耳声\nvt. 刮, 擦, 擦伤, 挖成, 积蓄"
half-century,,1," 半个世纪；50年"
discolored,dɪs'kʌlərd,1,"a. 脱色的, 污染的"
sheriff,'ʃerif,1,"n. 郡治安官, 县治安官\n[法] 司法行政官, 郡长, 执行吏"
lone,lәun,1,"a. 孤单的, 孤立的, 单身的, 寂寞的"
tempests,ˈtempɪsts,1,n. 暴风雨( tempest的复数形式 ); 似风暴般的事物; 骚动; 风波
angler,'æŋ^lә,1,"n. 钓鱼, 攫取, 追逐"
dare,dєә,1,"n. 挑战, 挑动, 大胆\nv. 敢, 胆敢"
pledged,pledʒd,1,"v. 保证, 许诺, 发誓( pledge的过去式和过去分词 ); 典当; 保证给予（或做）; 以誓言约束"
british,,1,
fenda,,1,
uncle,ʌŋkl,1,"n. 叔父, 伯父, 姨丈"
whispered,'wɪspəd,1,"a. <医>耳语的, 低语的\nv. 低声说( whisper的过去式和过去分词 ); 私语; 小声说; 私下说"
sauntered,ˈsɔ:ntəd,1,"v. 漫步, 闲逛( saunter的过去式和过去分词 )"
nook,nuk,1,"n. 角落, 躲蔽处, 隐匿处, 凹处"
stirp,stә:p,1,"n. 血统\n[医] 后裔, 种系, 种族; 树桩; 茎枝"
floundered,ˈflaʊndəd,1,"v. （常指在水中）挣扎( flounder的过去式和过去分词 ); 挣扎, 漫无目标"
afterwards,'ɑ:ftәwәdz,1,"adv. 然后, 后来"
entertains,ˌentəˈteinz,1,"v. 款待, 招待( entertain的第三人称单数 ); 使欢乐; 使娱乐; 抱有"
smitten,'smitn,1,smite的过去分词
robs,rɔbz,1,v. 抢夺( rob的第三人称单数 ); 抢劫; 掠夺; 使丧失
enacted,iˈnæktid,1,"v. 制定（法律）, 通过（法案）( enact的过去式和过去分词 )"
cinders,,1,n. 焦渣跑道；煤渣；灰烬（cinder的复数）
cemeteries,ˈsemitriz,1,"n. （非教堂的）墓地, 公墓( cemetery的名词复数 )"
gown,gaun,1,"n. 睡衣, 法衣, 大学全体师生\nvt. 使穿睡衣"
immortality,.imɒ:'tæliti,1,"n. 不朽, 不灭的声望"
patience,'peiʃәns,1,"n. 耐性, 忍耐"
elegance,'eligәns,1,"n. 高雅, 典雅, 优雅"
solidago,",sɔli'dei^әu",1,n. [植]一枝黄花(多年生草本植物)
lowland,'lәulәnd,1,"n. 低地, 苏格兰低地\na. 低地的"
whichever,hwitʃ'evә,1,"pron. 无论那一个, 任何一个"
feared,fiəd,1,v. 畏惧( fear的过去式和过去分词 ); 为…忧虑（或担心、焦虑）; 敬畏（神等）; 感到害怕
atmospheric,ætmәs'ferik,1,a. 大气的\n[医] 大气的; 大气压的
dubious,'dju:biәs,1,"a. 可疑的, 不确定的"
crackling,'krækliŋ,1,"n. 脆皮, 猪油渣"
worldly,'wә:ldli,1,"a. 世间的, 世俗的, 世上的"
shortly,'ʃɒ:tli,1,"adv. 不久, 简短, 唐突地"
thrived,,1,thrive的过去式和过去分词
prompting,'prɒmptiŋ,1,"n. 刺激, 激励, 提示\n[计] 提示; 提醒"
revising,riˈvaizɪŋ,1,v. 修订( revise的现在分词 ); 改变; 修正; [主英国英语]复习
mittens,'mɪtnz,1,"n. 连指手套, 露指手套( mitten的复数形式 )"
complaint,kәm'pleint,1,"n. 诉苦, 抱怨, 控诉\n[医] 陈诉; 病"
sorrowful,'sɒrәuful,1,a. 悲伤的
dots,,1,abbr. 现代结核病控制策略（Directly-Observed Treatment Strategy）
nod,nɒd,1,"n. 点头, 打盹, 晃动\nvi. 点头, 打盹\nvt. 点头表示, 点(头)"
nipping,'nipiŋ,1,"a. 刺骨的, 刺人肌肤的, 讥刺的"
waded,weidid,1,"v. （从水、泥等）蹚, 走过, 跋( wade的过去式和过去分词 )"
spun,spʌn,1,a. 纺成的\nspin的过去式和过去分词
parole,pә'rәul,1,"n. 假释, 誓言, 释放宣言\nvt. 宣誓后释放, 使假释出狱"
epitaph,'epitɑ:f,1,"n. 墓志铭, 碑文"
biography,bai'ɒgrәfi,1,n. 传记
mischievous,'mistʃivәs,1,"a. 淘气的, 有害的, 恶作剧的, 胡搅的"
chalmers,,1,
overrun,.әuvә'rʌn,1,"n. 蔓延, 风行一时, 超过限度\nvt. 蔓延, 蹂躏, 超过, 泛滥\nvi. 泛滥, 超载限度\n[计] 超限"
nervii,,1,
sole,sәul,1,"n. 脚掌, 鞋底, 底部\na. 唯一的, 仅有的, 单独的, 独身的\nvt. 上鞋底, 触底"
tramped,træmp,1,"vi. 流浪；践踏, 踩；脚步沉重地行走\nn. 流浪者；沉重的脚步声；徒步旅行\nvt. 践踏, 踩；走过"
overarching,ˌəʊvərˈɑ:tʃɪŋ,1,a. 首要的\nv. 在…上方成拱形( overarch的现在分词 )
prisoners,ˈprizənəz,1,n. 囚徒( prisoner的复数形式 ); 俘虏; 被夺去自由的人[动物]等
lethargy-,,1,
earthenware,'ә:θәnweә,1,n. 陶器\n[化] 陶器; 土器
mat-making,,1,
meandering,mi'ændәriŋ,1,"a. 曲折的, 漫步的, 聊天的"
obliterate,ә'blitәreit,1,"vt. 擦去, 冲刷(掉), 消灭, 忘掉, 盖销(邮票等)\n[法] 灭迹, 消灭, 涂抹"
last-uttered,,1,
peddled,ˈpedld,1,v. （沿街）叫卖( peddle的过去式和过去分词 ); 兜售; 宣传; 散播
pre>,,1,
vishnu,'viʃnu:,1,"n. 毗瑟挐（守护神, 印度教主神之一）"
esquire,i'skwaiә,1,"n. 先生, 绅士"
sippio,,1,
thimbleberries,,1,n. 糙莓( thimbleberry的名词复数 )
bustle,'bʌsl,1,"n. 喧闹, 裙撑\nvi. 奔忙, 喧闹\nvt. 使忙碌, 催促"
smelling,smelɪŋ,1,"v. 嗅, 闻( smell的现在分词 ); 闻到; 嗅出; 觉察出"
prominent,'prɒminәnt,1,"a. 卓越的, 显著的, 突出的, 凸出的"
unoccupied,.ʌn'ɒkjupaid,1,"a. 空着的, 没人占的, 未被占领的"
election,i'lekʃәn,1,"n. 选举, 当选, 选择权\n[法] 选举, 当选"
plots-,,1,
barred,bɑ:d,1,"a. 上了闩的, 划出线条的, 受阻的, 被禁止的\n[计] 遮断式的"
unmarked,.ʌn'mɑ:kt,1,"a. 未被注意的, 无记号的, 无标志的"
deserves,diˈzə:vz,1,"v. 应受, 应得, 值得( deserve的第三人称单数 ); 应受报答; 应得报酬; 应得赔偿"
rearmost,'riәmәust,1,a. 最后的
unexpected,.ʌnik'spektid,1,"a. 料想不到的, 突然的, 意外的\n[法] 不能预料的, 意外的"
beggars,ˈbeɡəz,1,n. 乞丐( beggar的名词复数 ); 家伙
long-headed,'lɒŋh'edɪd,1,"a. 精明的, 敏锐的"
purana,pu'rɑ:nә,1,"[常用Purana ]印度史诗(指印度关于创世, 神, 万物进化等18篇史诗中任何一篇)"
gnarled,nɑ:ld,1,"a. 多节的, 扭曲的, 多瘤的, 粗糙的, 乖僻的, 乖戾的"
flapped,flæpt,1,"v. （使）上下左右移动( flap的过去式和过去分词 ); 轻拍; 焦急, 焦虑; 振（翅）"
murmur,'mә:mә,1,"n. 低语, 低声的怨言\nvi. 低语, 低声而言\nvt. 低声说"
concord-,,1,
rejecting,riˈdʒektɪŋ,1,v. 拒绝( reject的现在分词 ); （因质量差）不用; 排斥; 拒收
strangers,st'reɪndʒəz,1,"n. 陌生人( stranger的复数形式 ); 外地人, 初到者"
door-stone,,1,
edifying,'edifaiiŋ,1,"a. 有教训意味的, 有益的, 教训性的"
lulled,,1,"vt. 使镇静, 使安静（lull的过去式与过去分词形式）"
feathers,,1,n. 羽状裂缝；翅膀；羽毛（feather的复数）
dessert,di'zә:t,1,n. 餐后甜点
waited,weitid,1,v. 等候( wait的过去式和过去分词 ); 等待; （尤指长期地）希望; 盼望
gourds,gɔ:dz,1,n. 葫芦( gourd的复数形式 )
appointment,ә'pɒintmәnt,1,"n. 约会, 委任的职位, 委派\n[经] 任命, 派, 指定"
conviviality,kәn.vivi'ælәti,1,"n. 欢宴, 欢乐, 高兴"
location,lәu'keiʃәn,1,"n. 位置, 场所, 特定区域\n[计] 位置"
collection,kә'lekʃәn,1,"n. 收集, 采集, (一批)收藏品, 募捐\n[医] 收集; 收集品, 标本"
overcame,",әuvә'keim",1,overcome的过去式
descendants,,1,"n. 后代, 晚辈（descendant的复数）；子节点；衍生物"
piled,,1,a. 有细毛的
disregarded,ˌdisriˈɡɑ:did,1,"v. 不顾, 不理会, 无视( disregard的过去式和过去分词 )"
uticensis,,1,
notable,'nәutәbl,1,"n. 著名人士, 值得注意之事物\na. 值得注意的, 显著的"
inhumane,.inhju:'mein,1,"a. 无人情味的, 薄情的, 残忍的"
powder-,,1,
gazed,ɡeizd,1,"v. 凝视, 注视( gaze的过去式和过去分词 )"
le,,1,
alms-house,,1,"n. 贫民所, 救济院"
croaking,krəʊkɪŋ,1,v. 呱呱地叫( croak的现在分词 ); 用粗的声音说
spring-,,1,
deliver,di'livә,1,"vt. 递送, 陈述, 释放, 发表, 引渡, 投递, 交付\n[经] 交运"
powder,'paudә,1,"n. 粉, 粉末, 火药\nvt. 搽粉于, 搽粉, 撒粉, 使成粉末\nvi. 搽粉, 变成粉末"
ingenuus,,1,[法] 自由人
wildly,,1,"adv. 狂暴地, 激动地, 狂热地, 鲁莽地, 轻率地"
africanus,,1,n. (Africanus)人名；(德)阿菲利加努斯；(英)阿弗里卡纳斯
woods-,,1,
nearness,'niәnis,1,n. 接近；密切；近似
oozed,u:zd,1,"v. （浓液等）慢慢地冒出, 渗出( ooze的过去式和过去分词 ); 使（液体）缓缓流出; （浓液）渗出, 慢慢流出"
wool,wul,1,"n. 羊毛, 毛织物, 毛线, 绒线\n[医] 羊毛, 绒毛, 棉[花]"
slip,slip,1,"n. 滑, 滑行, 事故, 溜, 差错, 滑台, 下降, 插条, 后裔, 板条, 瘦长的年轻人\nvi. 滑动, 滑倒, 失足, 溜走, 滑落, 犯错, 变坏\nvt. 使滑动, 滑过, 摆脱, 闪开, 塞入, 从...取接枝\na. 滑动的, 滑移的, 活络的, 有活结的\n[计] 串行线接口协议"
died-,,1,
springly,,1,
leading,'li:diŋ,1,"n. 领导, 指挥, 神示, 铅板\na. 领导的, 主要的, 在前的"
declares,diˈklɛəz,1,v. 宣布( declare的第三人称单数 ); 断言; 申报（收益）; 板球（在击球员还未全部出局时）宣布结束赛局
tragedies,'trædʒədi,1,"n. 惨事, 灾难( tragedy的名词复数 ); 悲剧"
assuage,ә'sweidʒ,1,"vt. 平息, 缓和, 减轻"
brother,'brʌðә,1,n. 兄弟
philosophers-,,1,
chance,tʃæns. tʃɑ:ns,1,"n. 机会, 意外, 可能性\nvi. 偶然发生\nvt. 冒险"
